Factor Year,Factor Number,Factor Date,Customer ID,Order ID,Start of rental,End of rental,Machine ID,Product Group,Product Category,Amount,Row Reason,Days Sold,Warehouse Unit,Sales Quantity,Sales Unit,Month
2023,IT  007432,2023/11/30,cust292,2023/ON  006758,2023-10-30,2023-12-22,S644,Rotating Boom Lifts,Articulated Electric Boom Lifts,1155.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007433,2023/11/30,cust1145,2023/ON  006438,2023-09-11,2024-01-26,T134,Telehandlers,Rotating Telehandlers,3465.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007435,2023/11/30,cust824,2023/ON  007021,2023-10-02,2024-04-24,S763,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1600.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007436,2023/11/30,cust824,2023/ON  007020,2023-10-02,2024-04-10,T173,Telehandlers,Rotating Telehandlers,2800.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007450,2023/11/30,cust1149,2023/ON  007011,2023-10-09,2023-11-30,S692,Vertical Lifts,Electric Vertical Lifts,903.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007454,2023/11/30,cust1143,2023/ON  006403,2023-09-07,2024-01-16,S709,Vertical Lifts,Diesel/Electric Vertical Lifts,1260.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007460,2023/11/30,cust87,2023/ON  007439,2023-10-16,2024-01-18,S643,Rotating Boom Lifts,Articulated Electric Boom Lifts,1575.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007463,2023/11/30,cust130,2023/ON  006384,2023-09-25,2024-01-08,T79,Telehandlers,Fixed Telehandlers,1030.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007464,2023/11/30,cust1132,2023/ON  000048,2023-01-09,2024-03-25,S659,Vertical Lifts,Electric Vertical Lifts,600.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007467,2023/11/30,cust794,2023/ON  003167,2023-05-03,2024-02-06,T159,Telehandlers,Fixed Telehandlers,1200.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007468,2023/11/30,cust252,2023/ON  007660,2023-10-27,2023-12-19,S332,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1500.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007469,2023/11/30,cust252,2023/ON  007659,2023-10-27,2023-12-18,S700,Vertical Lifts,Electric Vertical Lifts,600.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007470,2023/11/30,cust252,2023/ON  007661,2023-10-27,2023-12-11,T58,Telehandlers,Fixed Telehandlers,1500.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007472,2023/11/30,cust823,2023/ON  005168,2023-07-12,2024-04-08,T141,Telehandlers,Fixed Telehandlers,1980.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007473,2023/11/30,cust42,2023/ON  007862,2023-10-30,2023-12-12,Z110,Various Equipment,Generator Equipment,661.5,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007475,2023/11/30,cust1141,2023/ON  004687,2023-06-23,2023-12-13,T148,Telehandlers,Rotating Telehandlers,3360.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007477,2023/11/30,cust144,2023/ON  004744,2023-06-29,2023-12-21,S630,Rotating Boom Lifts,Articulated Electric Boom Lifts,1995.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007522,2023/11/30,cust109,2023/ON  008150,2023-11-01,2023-11-22,T143,Telehandlers,Fixed Telehandlers,1260.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007552,2023/11/30,cust68,2023/ON  007077,2023-10-02,2024-04-05,S130,Rotating Boom Lifts,Articulated Electric Boom Lifts,1900.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007553,2023/11/30,cust68,2020/ON  002798,2020-05-19,2023-12-19,S631,Rotating Boom Lifts,Articulated Electric Boom Lifts,2300.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007554,2023/11/30,cust69,2021/ON  000653,2021-01-25,2024-03-28,S557,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007555,2023/11/30,cust69,2021/ON  006605,2021-11-10,2025-01-31,T133,Telehandlers,Rotating Telehandlers,2400.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007556,2023/11/30,cust69,2022/ON  000385,2022-01-21,2025-01-31,T68,Telehandlers,Rotating Telehandlers,2200.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007558,2023/11/30,cust69,2022/ON  006331,2022-08-25,2024-12-31,S185,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007559,2023/11/30,cust69,2023/ON  000581,2023-07-31,2024-12-31,S553,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007566,2023/11/30,cust69,2023/ON  001929,2023-06-28,2024-02-15,S21,Rotating Boom Lifts,Articulated Electric Boom Lifts,2450.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007560,2023/11/30,cust69,2023/ON  005950,2023-09-12,2025-01-20,S289,Rotating Boom Lifts,Articulated Electric Boom Lifts,2450.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007561,2023/11/30,cust69,2023/ON  006041,2023-08-18,2024-12-31,S315,Rotating Boom Lifts,Articulated Electric Boom Lifts,2450.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007562,2023/11/30,cust69,2023/ON  006161,2023-09-19,2024-04-26,S594,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007563,2023/11/30,cust69,2023/ON  006792,2023-11-08,2024-02-16,S444,Rotating Boom Lifts,Articulated Diesel Boom Lifts,4000.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007564,2023/11/30,cust69,2023/ON  006819,2023-09-21,2024-01-19,S259,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007565,2023/11/30,cust69,2023/ON  007227,2023-09-13,2025-01-20,S84,Rotating Boom Lifts,Articulated Electric Boom Lifts,1800.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007568,2023/11/30,cust71,2023/ON  002630,2023-04-11,2024-12-31,S454,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,3750.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007569,2023/11/30,cust71,2021/ON  009362,2021-11-19,2024-12-31,S639,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1750.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007570,2023/11/30,cust835,2022/ON  001636,2022-02-01,2025-01-31,P94,Truck Mounted Platforms,Truck Mounted Articulated Platforms,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007573,2023/11/30,cust96,2023/ON  008180,2023-11-01,2024-07-09,S223,Rotating Boom Lifts,Telescopic Electric Boom Lifts,2100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007574,2023/11/30,cust96,2023/ON  000961,2023-02-28,2024-05-07,S391,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,2200.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007575,2023/11/30,cust96,2023/ON  008159,2023-11-01,2024-10-31,S596,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1773.9,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007578,2023/11/30,cust206,2023/ON  007310,2023-10-10,2024-02-02,S804,Vertical Lifts,Electric Vertical Lifts,735.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007579,2023/11/30,cust206,2023/ON  007380,2023-10-11,2024-02-02,S805,Vertical Lifts,Electric Vertical Lifts,735.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007580,2023/11/30,cust97,2019/ON  004418,2019-06-01,2024-06-28,S180,Rotating Boom Lifts,Articulated Electric Boom Lifts,780.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007582,2023/11/30,cust425,2023/ON  007822,2023-10-31,2023-12-14,S415,Rotating Boom Lifts,Articulated Diesel Boom Lifts,4200.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007583,2023/11/30,cust425,2023/ON  007823,2023-10-30,2023-12-14,S832,Rotating Boom Lifts,Articulated Diesel Boom Lifts,3885.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007584,2023/11/30,cust66,2022/ON  008175,2022-11-08,2024-12-31,S316,Rotating Boom Lifts,Articulated Electric Boom Lifts,1100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007617,2023/11/30,cust66,2020/ON  010083,2021-03-11,2024-12-31,S361,Vertical Lifts,Electric Vertical Lifts,550.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007618,2023/11/30,cust1146,2023/ON  006219,2023-08-31,2024-01-05,T113,Telehandlers,Rotating Telehandlers,2730.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007620,2023/11/30,cust309,2023/ON  005693,2023-08-28,2024-08-20,S287,Rotating Boom Lifts,Articulated Electric Boom Lifts,1785.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007621,2023/11/30,cust86,2022/ON  005286,2022-07-13,2024-01-03,T157,Telehandlers,Rotating Telehandlers,3100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007622,2023/11/30,cust98,2023/ON  005849,2023-08-07,2024-07-29,P124,Truck Mounted Platforms,Truck Mounted Articulated Platforms,700.14,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007623,2023/11/30,cust99,2017/ON  009857,2018-01-01,2024-01-11,S582,Column Lifts,Column Lifts,160.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007624,2023/11/30,cust99,2017/ON  009858,2018-01-01,2024-01-11,S583,Column Lifts,Column Lifts,160.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007625,2023/11/30,cust99,2017/ON  009859,2018-01-01,2024-01-11,S584,Column Lifts,Column Lifts,160.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007626,2023/11/30,cust99,2017/ON  009860,2018-01-01,2024-01-11,S585,Column Lifts,Column Lifts,160.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007627,2023/11/30,cust43,2023/ON  001506,2023-03-01,2024-02-29,S777,Rotating Boom Lifts,Articulated Electric Boom Lifts,1785.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007628,2023/11/30,cust43,2023/ON  006301,2023-09-04,2024-02-29,S775,Rotating Boom Lifts,Articulated Electric Boom Lifts,1785.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007631,2023/11/30,cust165,2023/ON  002377,2023-03-31,2023-12-22,T108,Telehandlers,Rotating Telehandlers,2600.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007632,2023/11/30,cust165,2023/ON  003262,2023-05-05,2023-12-13,CLI1105,Rotating Boom Lifts,Articulated Diesel Boom Lifts,900.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007633,2023/11/30,cust165,2023/ON  004819,2023-06-29,2024-05-30,S576,Vertical Lifts,Electric Vertical Lifts,525.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007634,2023/11/30,cust165,2023/ON  004830,2023-06-29,2024-06-14,S379,Vertical Lifts,Electric Vertical Lifts,525.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007635,2023/11/30,cust165,2023/ON  005993,2023-09-01,2024-04-12,S431,Vertical Lifts,Electric Vertical Lifts,735.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007636,2023/11/30,cust165,2023/ON  005994,2023-09-01,2024-06-14,S432,Vertical Lifts,Electric Vertical Lifts,735.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007637,2023/11/30,cust165,2023/ON  006335,2023-09-06,2023-12-12,S592,Rotating Boom Lifts,Articulated Electric Boom Lifts,1680.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007638,2023/11/30,cust165,2023/ON  006851,2023-09-22,2024-05-30,S749,Rotating Boom Lifts,Articulated Electric Boom Lifts,1470.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007639,2023/11/30,cust165,2023/ON  007183,2023-10-04,2024-05-07,S703,Vertical Lifts,Electric Vertical Lifts,504.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007640,2023/11/30,cust165,2023/ON  007185,2023-10-04,2024-05-30,S201,Rotating Boom Lifts,Articulated Electric Boom Lifts,1470.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007641,2023/11/30,cust72,2023/ON  001937,2023-03-16,2023-12-12,S518,Vertical Lifts,Electric Vertical Lifts,588.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007642,2023/11/30,cust73,2022/ON  003314,2022-05-09,2024-02-19,S174,Rotating Boom Lifts,Articulated Electric Boom Lifts,1050.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007643,2023/11/30,cust73,2022/ON  000987,2022-03-02,2024-05-22,S273,Rotating Boom Lifts,Articulated Electric Boom Lifts,1050.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007644,2023/11/30,cust73,2023/ON  005166,2023-07-12,2024-05-15,S787,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1260.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007647,2023/11/30,cust179,2023/ON  001047,2023-02-14,2024-02-29,S648,Vertical Lifts,Electric Vertical Lifts,680.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007649,2023/11/30,cust103,2022/ON  001158,2022-03-04,2025-03-01,S586,Vertical Lifts,Electric Vertical Lifts,420.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007650,2023/11/30,cust103,2022/ON  001159,2022-03-01,2025-03-01,S570,Column Lifts,Column Lifts,320.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007651,2023/11/30,cust103,2022/ON  001160,2022-03-01,2025-03-01,S587,Vertical Lifts,Electric Vertical Lifts,415.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007652,2023/11/30,cust103,2022/ON  001161,2022-03-01,2025-03-01,S606,Vertical Lifts,Electric Vertical Lifts,415.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007653,2023/11/30,cust257,2022/ON  005529,2022-07-20,2024-01-29,T127,Telehandlers,Rotating Telehandlers,2835.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007654,2023/11/30,cust257,2023/ON  005043,2023-07-10,2024-04-04,T104,Telehandlers,Rotating Telehandlers,3150.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007655,2023/11/30,cust257,2023/ON  006509,2023-09-11,2024-01-16,S651,Vertical Lifts,Electric Vertical Lifts,630.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007660,2023/11/30,cust238,2023/ON  005981,2023-08-22,2024-03-05,T67,Telehandlers,Rotating Telehandlers,2774.1,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007659,2023/11/30,cust238,2023/ON  007718,2023-10-25,2023-12-27,T121,Telehandlers,Fixed Telehandlers,2469.6,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007665,2023/11/30,cust210,2023/ON  005900,2023-09-01,2023-12-12,S748,Rotating Boom Lifts,Articulated Electric Boom Lifts,1100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007667,2023/11/30,cust376,2023/ON  002103,2023-03-22,2024-08-01,S638,Rotating Boom Lifts,Articulated Electric Boom Lifts,900.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007668,2023/11/30,cust376,2023/ON  002104,2023-03-22,2024-08-01,S679,Rotating Boom Lifts,Articulated Electric Boom Lifts,1050.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007669,2023/11/30,cust181,2023/ON  006528,2023-09-13,2024-01-18,S746,Rotating Boom Lifts,Telescopic Electric Boom Lifts,1600.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007670,2023/11/30,cust181,2023/ON  006515,2023-09-13,2023-12-20,T115,Telehandlers,Rotating Telehandlers,3200.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007675,2023/11/30,cust231,2023/ON  000921,2023-02-16,2024-02-29,S674,Vertical Lifts,Diesel Vertical Lifts,1408.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007676,2023/11/30,cust231,2023/ON  000939,2023-02-16,2024-02-29,T129,Telehandlers,Rotating Telehandlers,2843.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007679,2023/11/30,cust207,2023/ON  006900,2023-09-26,2024-02-24,S370,Rotating Boom Lifts,Articulated Electric Boom Lifts,2835.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007681,2023/11/30,cust29,2023/ON  006189,2023-10-11,2023-12-18,S338,Rotating Boom Lifts,Articulated Electric Boom Lifts,1890.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007682,2023/11/30,cust29,2023/ON  002522,2023-10-11,2023-12-15,T131,Telehandlers,Rotating Telehandlers,3255.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007683,2023/11/30,cust139,2023/ON  007937,2023-10-31,2024-02-19,T160,Telehandlers,Fixed Telehandlers,1250.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007684,2023/11/30,cust139,2023/ON  001391,2023-03-01,2023-12-04,T162,Telehandlers,Fixed Telehandlers,2075.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007685,2023/11/30,cust139,2023/ON  001388,2023-03-01,2024-05-24,T169,Telehandlers,Fixed Telehandlers,2230.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007686,2023/11/30,cust139,2023/ON  001392,2023-03-01,2027-02-28,T171,Telehandlers,Fixed Telehandlers,2045.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007690,2023/11/30,cust74,2022/ON  007595,2022-10-13,2024-12-31,S672,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007695,2023/11/30,cust74,2022/ON  008162,2022-10-27,2024-01-05,S785,Rotating Boom Lifts,Articulated Electric Boom Lifts,1750.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007694,2023/11/30,cust74,2023/ON  001353,2023-03-17,2028-02-28,S776,Rotating Boom Lifts,Articulated Electric Boom Lifts,1500.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007696,2023/11/30,cust74,2023/ON  001399,2023-03-14,2028-03-13,T145,Telehandlers,Rotating Telehandlers,2800.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007693,2023/11/30,cust74,2023/ON  001839,2023-03-15,2028-03-14,S767,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1300.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007698,2023/11/30,cust74,2023/ON  001890,2023-03-01,2024-03-07,T166,Telehandlers,Rotating Telehandlers,2700.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007689,2023/11/30,cust74,2023/ON  006035,2023-10-17,2024-11-30,S369,Rotating Boom Lifts,Articulated Electric Boom Lifts,1500.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007692,2023/11/30,cust74,2023/ON  007107,2023-10-03,2024-01-16,S765,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,4305.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007701,2023/11/30,cust67,2020/ON  002546,2020-05-05,2023-12-31,S577,Vertical Lifts,Electric Vertical Lifts,520.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007704,2023/11/30,cust122,2022/ON  007083,2022-09-19,2024-07-31,S508,Vertical Lifts,Electric Vertical Lifts,420.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007707,2023/11/30,cust122,2022/ON  008808,2022-11-21,2024-04-30,T164,Telehandlers,Rotating Telehandlers,2000.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007705,2023/11/30,cust122,2022/ON  009398,2022-12-12,2024-07-31,S527,Vertical Lifts,Electric Vertical Lifts,420.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007706,2023/11/30,cust122,2023/ON  002613,2023-04-07,2023-12-05,S568,Rotating Boom Lifts,Articulated Electric Boom Lifts,840.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007702,2023/11/30,cust122,2023/ON  005253,2023-07-31,2024-03-22,S490,Vertical Lifts,Electric Vertical Lifts,420.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007708,2023/11/30,cust82,2023/ON  001334,2023-02-28,2024-01-29,S125,Rotating Boom Lifts,Articulated Electric Boom Lifts,1650.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007709,2023/11/30,cust76,2023/ON  000639,2023-03-15,2024-02-23,T66,Telehandlers,Fixed Telehandlers,2520.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007715,2023/11/30,cust150,2022/ON  004200,2022-06-08,2024-05-31,S611,Vertical Lifts,Electric Vertical Lifts,700.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007718,2023/11/30,cust150,2022/ON  006531,2022-08-13,2023-12-06,T153,Telehandlers,Rotating Telehandlers,2800.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007712,2023/11/30,cust150,2022/ON  007203,2022-09-22,2024-01-29,S556,Rotating Boom Lifts,Articulated Electric Boom Lifts,1200.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007713,2023/11/30,cust150,2023/ON  001405,2023-03-01,2024-08-05,S565,Rotating Boom Lifts,Articulated Electric Boom Lifts,1450.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007716,2023/11/30,cust150,2023/ON  004704,2023-07-20,2024-05-31,S628,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1090.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007717,2023/11/30,cust150,2023/ON  007192,2023-10-30,2024-01-17,S770,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1090.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007719,2023/11/30,cust77,2021/ON  007076,2021-09-01,2024-08-31,S641,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1900.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007722,2023/11/30,cust1130,2023/ON  004481,2023-08-28,2023-12-13,T118,Telehandlers,Rotating Telehandlers,3000.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007723,2023/11/30,cust105,2023/ON  007579,2023-10-23,2023-12-11,S291,Rotating Boom Lifts,Articulated Electric Boom Lifts,1575.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007724,2023/11/30,cust105,2023/ON  007671,2023-10-23,2023-12-11,S633,Rotating Boom Lifts,Articulated Electric Boom Lifts,1575.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007725,2023/11/30,cust105,2023/ON  002624,2023-04-11,2024-01-17,S784,Rotating Boom Lifts,Articulated Electric Boom Lifts,2415.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007726,2023/11/30,cust83,2023/ON  004011,2023-09-01,2024-03-09,S469,Vertical Lifts,Electric Vertical Lifts,800.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007728,2023/11/30,cust78,2016/ON  009439,2016-12-07,2024-03-18,S566,Rotating Boom Lifts,Articulated Electric Boom Lifts,900.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007729,2023/11/30,cust78,2021/ON  002427,2021-04-12,2026-03-31,S610,Vertical Lifts,Electric Vertical Lifts,350.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007739,2023/11/30,cust108,2022/ON  008540,2022-11-08,2024-07-29,S778,Rotating Boom Lifts,Articulated Electric Boom Lifts,1785.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007742,2023/11/30,cust836,2022/ON  009575,2023-01-01,2024-12-31,C02,Electric Cranes,Electric Cranes,1950.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007743,2023/11/30,cust928,2023/ON  007508,2023-10-30,2023-12-06,S768,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,2100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007744,2023/11/30,cust841,2023/ON  000456,2023-01-25,2024-07-29,S590,Vertical Lifts,Electric Vertical Lifts,630.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007745,2023/11/30,cust109,2023/ON  004662,2023-04-04,2024-01-09,S670,Rotating Boom Lifts,Spider Boom Lifts,3150.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007748,2023/11/30,cust109,2023/ON  005635,2023-07-28,2024-01-05,S825,Vertical Lifts,Electric Vertical Lifts,840.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007749,2023/11/30,cust109,2023/ON  005636,2023-07-28,2024-01-05,S826,Vertical Lifts,Electric Vertical Lifts,840.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007746,2023/11/30,cust109,2023/ON  007416,2023-10-17,2024-07-29,S675,Vertical Lifts,Electric Vertical Lifts,1890.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007751,2023/11/30,cust1127,2023/ON  007223,2023-10-11,2024-03-22,P97,Truck Mounted Platforms,Truck Mounted Telescopic Platforms,1650.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007755,2023/11/30,cust111,2022/ON  002411,2022-07-21,2024-05-09,S299,Rotating Boom Lifts,Articulated Diesel Boom Lifts,800.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007759,2023/11/30,cust833,2022/ON  003982,2022-05-31,2024-12-31,S479,Vertical Lifts,Electric Vertical Lifts,349.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007760,2023/11/30,cust201,2023/ON  006578,2023-09-25,2023-12-18,G07,Truck Cranes,Truck Cranes,4400.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007768,2023/11/30,cust58,2023/ON  000366,2023-01-20,2024-01-29,S620,Vertical Lifts,Electric Vertical Lifts,345.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007771,2023/11/30,cust58,2023/ON  004321,2023-06-23,2023-12-22,T142,Telehandlers,Rotating Telehandlers,3100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007772,2023/11/30,cust58,2023/ON  006727,2023-09-20,2023-12-12,T156,Telehandlers,Rotating Telehandlers,3100.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007782,2023/11/30,cust11,2023/ON  003277,2023-05-05,2024-04-24,T119,Telehandlers,Fixed Telehandlers,1785.0,ADN,21.0,GG,21.0,GG,11.0
2023,IT  007783,2023/11/30,cust84,2023/ON  005943,2023-08-10,2023-11-30,S803,Vertical Lifts,Electric Vertical Lifts,500.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007784,2023/11/30,cust168,2021/ON  005971,2021-07-22,2024-12-31,S710,Column Lifts,Column Lifts,300.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007785,2023/11/30,cust168,2021/ON  005972,2021-07-22,2024-07-29,S711,Column Lifts,Column Lifts,300.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007786,2023/11/30,cust168,2021/ON  005973,2021-07-22,2024-07-29,S712,Column Lifts,Column Lifts,300.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007787,2023/11/30,cust168,2021/ON  005974,2021-07-22,2024-07-29,S713,Column Lifts,Column Lifts,300.0,ADN,21.0,GG,1.0,MES,11.0
2023,IT  007788,2023/11/30,cust168,2021/ON  005975,2021-07-22,2024-07-29,S714,Column Lifts,Column Lifts,300.0,ADN,21.0,GG,1.0,MES,11.0
